,lugares,labels,Quotes,order,Position,LAT_google,LON_google,LON_geopy,LAT_geopy,address,,,,
598,St. Peter’s Basilica,GPE,when Langdon stepped with the others from St,835,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
476,Vatican,FAC,"As if connected by some sort of universal consciousness, every last me i 
dia screen in the p azza
cut away from their countdown clocks and
itting
their Vatican experts and began transm 
the same footag picture-a jiggling action 
e swooping up the Vatican stairs",836,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
996,transm,GPE,"As if connected by some sort of universal consciousness, every last me i 
dia screen in the p azza
cut away from their countdown clocks and
itting
their Vatican experts and began transm 
the same footag picture-a jiggling action 
e swooping up the Vatican stairs",837,837,39.9295141,-91.3998239,,,,,,,
477,Vatican,FAC,"As if connected by some sort of universal consciousness, every last me i 
dia screen in the p azza
cut away from their countdown clocks and
itting
their Vatican experts and began transm 
the same footag picture-a jiggling action 
e swooping up the Vatican stairs",838,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
997,Technicolor,GPE,"Now,
everywhere Langdon looked, he saw the camerlegno’s limp body in a Technicolor closeup",839,839,43.6528466,-79.3659688,12.4528349,41.9034912,Civitas Vaticana,,,,
678,St. Peter’s Square,GPE," 117
R obert Langdon had little doubt that the chaos and hysteria coursing through St",840,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
998,Vatican Hill,FAC,Peter’s Square at this very instant exceeded anything Vatican Hill had ever witnessed,841,841,41.903611,12.450278,-102.4107493,34.2331373,"Earth, Lamb County, Texas, United States",,,,
478,Vatican,FAC,The countdown clock registering the final twenty minutes of Vatican history ,842,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
967,mo,GPE,"“Yes, I hear you!”
In that mo 
His heart dropped like a rock",843,705,37.9642529,-91.8318334,-89.8235777,16.8083382,"Santa Ana, Petén, Guatemala",,,,
599,St. Peter’s Basilica,GPE," 
With a final joyous exultation, the camerlegno turned and dashed back into St",844,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
600,St. Peter’s Basilica,GPE," 
The main aisle of St",845,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
1001,Olympic,GPE,"Peter’s Basilica, Lieutenant Chartrand had once figured out, was longer than an Olympic soccer field",846,846,36.0632541,-95.9181586,13.46574975,51.1626434,"Piazza, Hintermauer, Meißen, Sachsen, 01662, Deutschland",,,,
479,Vatican,FAC,Langdon understood; had read enough about Vatican architecture to know what lay beneath that grate,847,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
1002,Holy Ground,FAC,Holy Ground,848,848,40.7160324,-74.0086015,-72.57686433,44.2117642,"Irving, Paine Turnpike North, Berlin Corners, Berlin, Washington County, Vermont, 05602, United States",,,,
1004,Necropolis,FAC,Some called it the Necropolis,849,849,39.8029311,-86.0403722,114.1822632,22.27787815,"OLIV, 15, 銅鑼灣 Causeway Bay, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",,,,
1005,Necropolis,FAC,"According to accounts f om
the select few clergy who had descended over th 
aze
e years, the Necropolis was a dark m 
of subterranean crypts that could swallow a visitor
the
whole if he lost his way",850,849,39.8029311,-86.0403722,114.1822632,22.27787815,"OLIV, 15, 銅鑼灣 Causeway Bay, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",,,,
1010,Vatican Hill-Peter,FAC,"On this very location, Langdon realized-Vatican Hill-Peter had been crucified and buried",851,851,41.9021667,12.4539367,9.540371564,60.43432375,"Flå, Viken, 3539, Norge",,,,
579,St. Peter,GPE,"The entire Catholic faith had been built, quite literally, upon St",852,132,33.20116,-96.6206811,-79.2418746,43.8093995,"Technicolor, 2259, Markham Road, Browns Corners, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W4, Canada",,,,
644,St. Peter’s,GPE," 
“The antimatter is on St",853,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
645,St. Peter’s,GPE,Placing the antimatter on St,854,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
280,earth,LOC," 119 
T he stone steps declined steeply into the earth",855,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
281,earth,LOC,Placing the antimatter three stories beneath the earth seemed an almost noble and merciful choice,856,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
282,earth,LOC,"There would be no heat blast, no flying shrapnel to injure onlookers, just a biblical opening of the earth and a towering basilica crumbling into a crater",857,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
480,Vatican,FAC,"Was Kohler’s loathing really this profound? Destruction of the Vatican? Hiring an assassin? The murders of her father, the Pope, and four cardinals? It seemed unthinkable",858,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
481,Vatican,FAC,"And how had Kohler ma 
naged all this treachery within 
the Vatican walls? Rocher was Kohler’s inside man , Vittoria told herself",859,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
1006,Necropolis,GPE,"No doubt Captain Rocher had keys to everything-the Pope’s chambers, Il Passetto , the Necropolis, St",860,849,39.8029311,-86.0403722,114.1822632,22.27787815,"OLIV, 15, 銅鑼灣 Causeway Bay, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",,,,
646,St. Peter’s,GPE,"No doubt Captain Rocher had keys to everything-the Pope’s chambers, Il Passetto , the Necropolis, St",861,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
647,St. Peter’s,GPE,He could have placed the antimatter on St,862,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
482,Vatican,FAC,Peter’s tomb-a highly restricted locale-and then commanded his guards not to waste time searching the Vatican’s restricted areas,863,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
283,earth,LOC," 
It was in that moment of clarity, as Vittoria plunged deeper into the earth, that she felt her own mind open ",864,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
92,Vatican City,GPE,"“You don’t understand!” Vittori 
pictured the multitudes of people surrounding Vatican City, and her blood ran cold",865,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
1011,St. Pete,GPE,"Not only had he accepted
the camerlegno’s divine revelation of the antimatter’s location, but he was lobbying for r’s Basilica-one of
the destruction of St",866,866,27.7676008,-82.6402915,8.2319736,46.7985624,Schweiz/Suisse/Svizzera/Svizra,,,,
284,earth,LOC,"Pete 
the greatest architectural feats on earth ",867,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
580,St. Peter,GPE,burial place of St,868,132,33.20116,-96.6206811,-79.2418746,43.8093995,"Technicolor, 2259, Markham Road, Browns Corners, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W4, Canada",,,,
93,Vatican City,GPE,"Nine minutes is not enough time to get the hell out ofno is wrong Vatican City if the camerleg 
",869,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
999,Vatican Hill,FAC,He was running up the original Vatican Hill! Langdon had heard Vatican scholars claim that St,870,841,41.903611,12.450278,-102.4107493,34.2331373,"Earth, Lamb County, Texas, United States",,,,
483,Vatican,FAC,He was running up the original Vatican Hill! Langdon had heard Vatican scholars claim that St,871,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
648,St. Peter’s,GPE,He was running up the original Vatican Hill! Langdon had heard Vatican scholars claim that St,872,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
1000,Vatican Hill,FAC,"Peter’s tomb was near the topof Vatican Hill, and he had always wondered how they knew",873,841,41.903611,12.450278,-102.4107493,34.2331373,"Earth, Lamb County, Texas, United States",,,,
285,earth,LOC,The necropolis came to an abrupt halt at a wall of earth,874,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
711,Mortati,GPE,"Although Mortati had seen the coffin only once in his life, he knew beyond a doubt what it contained",875,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
712,Mortati,GPE,"Mortati crossed himself, certain th 
e m 
is was th 
ost frightful image he had seen in his
entire life",876,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
1007,Necropolis,GPE,Fleeting freeze-frames of confusion and terror as the chaotic cortege stumbled through the shadows back toward the Necropolis entrance,877,849,39.8029311,-86.0403722,114.1822632,22.27787815,"OLIV, 15, 銅鑼灣 Causeway Bay, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",,,,
713,Mortati,GPE," 
Out in the square, Mortati let out a fearful gasp",878,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
601,St. Peter’s Basilica,GPE," 121
T he camerlegno erupted through the doors of St",879,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
1012,St. Peter’s S,GPE,"The roar that went up from the cr 
quare was like none the
owd in St",880,880,43.785156,-79.6109023,-76.9764,18.2867748,"Tiber River, Donnigton, Saint Mary, Middlesex County, Jamaica",,,,
1013,the Mediterranean Sea,LOC,First he pictured the wide-open expanse of the Mediterranean Sea,881,881,34.5531284,18.0480105,,,,,,,
649,St. Peter’s,GPE,The glow of St,882,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
514,Mediterranean,LOC,"In the distance to the west, Langdon could see the twinkling delineation of the Mediterranean coast-a jagged border of luminescence beyond which spread an endless dark expanse of nothingness",883,79,34.5531284,18.0480105,-102.8682231,46.5391751,"New England, Hettinger County, North Dakota, 58647, United States",,,,
650,St. Peter’s,GPE,"Directly beneath them, thousands of feet straight down, glowed the media lights in St",884,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
484,Vatican,FAC," We’re still over the Vatican!
“Camerlegno!” Langdon choked",885,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
94,Vatican City,GPE,"“Go forward! We’re high enough! You’ve got to start moving forward! We can’t drop the canister back over Vatican City!”
The camerlegno did not reply",886,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
95,Vatican City,GPE,He was simply getting it as far away from Vatican City as humanly possible,887,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
651,St. Peter’s,GPE," 
Then, cruelly, the bells of St",888,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
96,Vatican City,GPE," 
High above Vatican City, a pinpoint of light appeared in the sky",889,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
217,Rome,GPE,"For that instant, a perfect and silent sphere of light glowed over Rome",890,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
97,Vatican City,GPE,"It descended on them like the wrath of hell, shaking the granite foundation of Vatican City, knocking the breath out of people’s lungs, sending others stumbling backward",891,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
987,Castle St. Angelo,FAC," 
He had come for her at Castle St",892,781,41.9030632,12.466276,-73.96536274,40.7827725,"Central Park, New York County, New York, United States",,,,
714,Mortati,GPE,Does one need to believe in miracles to experience them? Mortati was a modern man in an ancient faith,893,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
715,Mortati,GPE,"and yet, Mortati’s rational mind had always justified these accounts as part of the myth",894,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
716,Mortati,GPE," 
Incredibly, though, Mortati never suspected the extent to which his faith was about to be tested ",895,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
679,St. Peter’s Square,GPE," 
The silence of St",896,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
602,St. Peter’s Basilica,GPE,"Everyone was pointing behind him 
toward the front of St",897,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
218,Rome,GPE,"Beyond the open door, the lights of Rome looked farther away with every passing second",898,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
1014,"Sc 
es",GPE,"Sc 
es of sheer panic",899,899,35.691479,-84.8574402,-79.96211927,40.44400025,"Petersen Events Center, Allequippa Street, West Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States",,,,
219,Rome,GPE,"He raced 
in theto the open doorway of the chopper and stood
raging wind, gazing down at the lights of Rome below",900,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
220,Rome,GPE," 
Beneath him, the lights of Rome spread out in all directions",901,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
586,Tiber River,LOC,the thankfulness that the winding Tiber River was raging ,902,148,42.2955402,12.4894408,12.4528349,41.9034912,Civitas Vaticana,,,,
1015,fla,GPE," 
It had been the thundering sound of the fla 
pping canopy that drew the group’s eyes away 
from the fireball in the sky",903,903,27.6648274,-81.5157535,2.109477471,48.81513495,"Chapelle, Cour du Petit Trianon, Notre-Dame, Versailles, Yvelines, Île-de-France, France métropolitaine, 78000, France",,,,
221,Rome,GPE,The sky above Rome had been filled with sights tonight ,904,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
935,the Tiber River,LOC,"a skyrocketing helicopter, an enormous explosion, and now this stra d
nge object that ha 
plummeted into the churning waters of the Tiber River, directly off the shore of the river’s tiny island, Isola Tiberina",905,542,42.2955402,12.4894408,,,,,,,
222,Rome,GPE,"For this reason, the island had later become the site for Rome’s Hospital Tiberina",906,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
652,St. Peter’s,GPE,The silence of the vision over St,907,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
1016,Camerlegno Ventresca,FAC," 
As he stared up at Camerlegno Ventresca, Mortati felt the paralyzing collision of his heart and mind",908,908,,,-75.6518612,39.512005,"Angelo Court, New Castle County, Delaware, 19701:19733, United States",,,,
717,Mortati,GPE," 
As he stared up at Camerlegno Ventresca, Mortati felt the paralyzing collision of his heart and mind",909,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
718,Mortati,GPE,Mortati looked around him and tried to comprehend,910,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
603,St. Peter’s Basilica,GPE,"Is this really happening?
Camerlegno Carlo Ventresca stood on the rooftop terrace of St",911,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
604,St. Peter’s Basilica,GPE,"alighting like a silent angel on the deserted lawns, his black parachute shrouded from the madness by the towering shadow of St",912,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
98,Vatican City,GPE,"And yet, the events in Vatican City tonight had put his systematic logic to the test",913,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
936,the Tiber River,LOC,Jacobus felt the pulse of the bedraggled man they had just pulled from the Tiber River,914,542,42.2955402,12.4894408,,,,,,,
223,Rome,GPE," American? Roma joked that Am 
ns often 
ericans had gotten so abundant in Rome that
hamburgers should become the official Italian food",915,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
485,Vatican,FAC,"Langdon,
the Vatican",916,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
653,St. Peter’s,GPE,"Jac 
only minutes ago, getting into a helicopter in St",917,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
486,Vatican,FAC,Apparently Camerlegno Ventresca had just miraculously appeared on the roof of the Vatican,918,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
99,Vatican City,GPE,I am going to Vatican City,919,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
1017,Vatic,GPE,"One does an City with one’s ass
not go to Vatic 
hanging out",920,920,33.9085063,-84.4639849,-86.8295337,33.2588817,"Alabama, United States",,,,
487,Vatican,FAC,The doctor had assured Langdon she would get him to the Vatican in record time,921,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
488,Vatican,FAC," “Molto traffico,” Langdon said, reminding her that the area around the Vatican was packed with cars and people",922,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
100,Vatican City,GPE,“Fly Vatican City,923,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
755,the Sistine Chapel,FAC,".”128
T he College of Cardinals bristled with ebullience and electricity as they streamed back into the Sistine Chapel",924,161,33.7884471,-117.900887,,,,,,,
719,Mortati,GPE,"In contrast, Mortati felt in himself a rising confusion he thought might lift him off the floor and carry him away",925,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
720,Mortati,GPE,"After a lifetim 
votion, seventy-nine years, Mortati knew
e of de 
these events should ignite in him a pious exuberance ",926,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
756,the Sistine Chapel,FAC,We await his arrival in the Sistine Chapel,927,161,33.7884471,-117.900887,,,,,,,
856,the Royal Staircase,FAC,"As he walked down the hall, he saw Vittoria Vetra slumped alone on a bench at the foot of the Royal Staircase",928,316,41.9913883,-87.9479963,,,,,,,
101,Vatican City,GPE," 
Hospital Tiberina’s twin r 
- otor Aero-Ambulanzacircled in behind Vatican City, and Langdon clenched his teeth, swearing to God this was the very last helicopter ride of his life",929,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
489,Vatican,FAC," 
After convincing the pilot that the rules governing Vatican airspace were the least of the Vatican’s concerns right now, he guided her in, unseen, over the rear wall, and landed them on the Vatican’s helipad",930,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
490,Vatican,FAC," 
After convincing the pilot that the rules governing Vatican airspace were the least of the Vatican’s concerns right now, he guided her in, unseen, over the rear wall, and landed them on the Vatican’s helipad",931,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
491,Vatican,FAC," 
After convincing the pilot that the rules governing Vatican airspace were the least of the Vatican’s concerns right now, he guided her in, unseen, over the rear wall, and landed them on the Vatican’s helipad",932,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
757,the Sistine Chapel,FAC," 
At the back of the Sistine Chapel, Cardinal Mortati stood in a daze as he watched the pandemonium before him",933,161,33.7884471,-117.900887,,,,,,,
721,Mortati,GPE,Mortati longed to feel his heart swept up in the miraculous exultation he saw in the faces around him,934,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
722,Mortati,GPE,".”
“But what happened here tonight,” someone stammered, “it certainlytranscends our laws!”
“Does it?” Mortati boomed, not even knowing now where his words were coming from",935,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
758,the Sistine Chapel,FAC,"“I am not questioning God’s power! It is Godwho gave us reason and circumspection! It is God we serve by exercising prudence!”291 
I n the hallway outside the Sistine Chapel, Vittoria Vetra sat benumon a bench at the bed 
foot of the Royal Staircase",936,161,33.7884471,-117.900887,,,,,,,
857,the Royal Staircase,FAC,"“I am not questioning God’s power! It is Godwho gave us reason and circumspection! It is God we serve by exercising prudence!”291 
I n the hallway outside the Sistine Chapel, Vittoria Vetra sat benumon a bench at the bed 
foot of the Royal Staircase",937,316,41.9913883,-87.9479963,,,,,,,
759,the Sistine Chapel,FAC," 
“It is God’s will!” someone was yelling, his voice echoing in the Sistine Chapel",938,161,33.7884471,-117.900887,,,,,,,
492,Vatican,FAC," 
“Leonardo came to the Vatican in great
ughter’s
secrecy",939,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
102,Vatican City,GPE,You returned to Vatican City to report to the Pope what you had witnessed,940,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
1018,"st 
",FAC,"st 
feet, gun wavering
wildly before him",941,941,37.2245103,-95.7021189,-89.8235777,16.8083382,"Santa Ana, Petén, Guatemala",,,,
760,the Sistine Chapel,FAC,"As thedown the Royal St 
Swiss Guard helped him 
aircase toward the Sistine Chapel, the
camerlegno heard singing in St",942,161,33.7884471,-117.900887,,,,,,,
654,St. Peter’s,GPE,"As thedown the Royal St 
Swiss Guard helped him 
aircase toward the Sistine Chapel, the
camerlegno heard singing in St",943,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
655,St. Peter’s,GPE, earthen floor before St,944,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
761,the Sistine Chapel,FAC," 
As the guards unbolted the door of the Sistine Chapel, Camerlegno Carlo Ventresca felt the power moving in his veins ",945,161,33.7884471,-117.900887,,,,,,,
762,the Sistine Chapel,FAC," 131 
C amerlegno Carlo Ventresca stood in the aisle of the Sistine Chapel",946,161,33.7884471,-117.900887,,,,,,,
763,the Sistine Chapel,FAC," 
And so it was that Camerlegno Carlo Ventresca held his head high as he walked toward ove 
the front of the Sistine Chapel",947,161,33.7884471,-117.900887,,,,,,,
656,St. Peter’s,GPE,"“Which is the greater sin? Killing one’s enem 
y? Or 
standing idle while your true love is strangled?” They are singing in St",948,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
764,the Sistine Chapel,FAC," 
The voice that broke the silence was the voice of the only woman in the Sistine Chapel",949,161,33.7884471,-117.900887,,,,,,,
1019,hallucinati,GPE,"They denounce God as a hallucinati 
a delusional crutch for those too weak to accept that life is meaningless",950,950,38.3200991,23.7897969,12.49418897,41.90471865,"Santa Maria della Vittoria, 17, Via Venti settembre, Rione XVIII Castro Pretorio, Municipio Roma I, Roma, Roma Capitale, Lazio, 00187, Italia",,,,
723,Mortati,GPE,"Is this God’s final test?
It was Mortati who broke the spell",951,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
724,Mortati,GPE," 
“The preferiti ,” Mortati repeated",952,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
657,St. Peter’s,GPE,They are singing in St,953,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
725,Mortati,GPE,"Peter’s Square!”
The camerlegno saw the horror in Mortati’s eyes and again felt confused",954,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
726,Mortati,GPE,Was it the morphine? Mortati was looking at him as if the camerlegno himself had killed these men with his bare hands,955,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
493,Vatican,FAC,"Mortati had no way of knowing, but the brands had been confiscated by the Vatican over a century ago",956,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
224,Rome,GPE,"In addition to these, the camerlegno had found the Illuminati Collection-all the secrets the church had uncovered after banishing the group from Rome ",957,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
494,Vatican,FAC,"the cunning deceit of the Vatican’s head artist, Bernini ",958,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
301,Europe,LOC,Europe’s top scientists mocking religion as they secretly assembled in the Vatican’s own Castle St,959,48,54.5259614,15.2551187,11.2555757,43.7698712,"Firenze, Toscana, Italia",,,,
495,Vatican,FAC,Europe’s top scientists mocking religion as they secretly assembled in the Vatican’s own Castle St,960,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
